6,298,1
6,299,1
6,300,1
6,301,1
6,302,1
6,16,1
6,303,1
6,304,1
6,305,1
6,306,1
6,307,1
6,308,1
6,309,1
6,310,1
6,311,1
6,312,1
6,274,1
6,313,1
6,314,1
6,315,1
6,316,1
6,87,1
6,317,1
6,318,1
10,414,1
10,415,1
10,416,1
10,417,1
10,418,1
10,419,1
10,420,2
10,421,1
10,422,1
10,423,1
10,424,1
10,425,2
10,426,1
10,427,1
10,428,1
10,58,1
10,84,1
10,160,1
10,348,1
10,278,1
10,429,1
10,16,1
10,430,1
10,431,1
10,432,1
10,433,1
10,434,1
10,435,1
10,436,1
10,437,1
10,438,1
10,439,1
13,16,1
13,211,1
13,333,1
13,237,1
13,458,1
13,459,1
13,460,1
13,290,1
13,297,1
13,461,1
13,393,1
13,462,1
13,121,1
13,330,1
13,105,1
13,344,1
13,30,1
13,276,1
13,463,1
13,464,1
13,465,1
13,466,1
22,177,1
22,65,1
22,504,1
22,792,2
22,793,1
22,293,1
22,514,1
22,794,2
22,276,1
22,795,1
22,668,1
22,28,1
22,796,1
22,467,1
22,405,1
22,797,2
22,408,1
22,798,1
22,270,1
22,799,1
22,800,1
22,554,1
22,194,1
22,163,1
22,801,1
22,600,1
22,802,1
22,60,1
22,374,1
22,453,1
22,803,2
22,804,1
22,805,1
22,806,1
22,171,1
22,455,1
22,660,1
22,577,1
22,62,1
22,807,1
22,192,1
22,476,1
22,443,1
22,181,1
22,84,1
22,142,1
22,808,1
22,350,1
22,280,1
22,725,1
23,250,1
23,809,1
23,648,1
23,810,1
23,604,1
23,474,1
23,35,1
23,143,1
23,47,1
23,69,1
23,374,1
23,811,1
23,123,1
23,134,2
23,396,1
23,582,1
23,812,1
23,489,1
23,683,1
23,813,1
23,623,1
23,412,1
23,656,1
23,211,1
23,133,1
23,527,1
23,225,1
23,566,1
23,814,1
23,717,1
23,113,1
23,57,1
23,249,1
23,815,1
23,664,1
23,685,1
23,568,1
23,49,1
23,707,1
23,92,1
23,219,1
23,174,1
23,151,1
23,816,1
23,578,1
23,788,1
23,658,1
23,272,1
23,471,1
23,377,1
23,36,1
23,679,1
23,817,1
23,28,1
23,510,1
23,171,1
23,64,1
23,771,1
23,818,1
23,278,1
23,653,1
23,678,1
23,819,1
23,137,1
23,429,2
23,215,1
23,192,1
23,152,1
23,276,1
23,689,1
23,65,1
23,280,1
23,30,1
23,341,1
23,455,1
23,469,1
25,459,2
25,482,1
25,65,1
25,556,1
25,741,1
25,798,1
25,778,1
25,134,1
25,353,1
25,82,1
25,47,1
25,799,1
25,412,1
25,687,1
25,179,1
25,820,1
25,118,1
25,531,1
25,341,1
25,220,1
25,176,1
25,441,1
25,32,1
25,777,1
25,732,1
25,291,1
25,89,1
25,171,1
25,821,1
25,461,1
25,217,1
25,490,1
25,325,1
25,143,1
25,117,1
25,84,1
25,604,1
25,175,1
25,167,1
25,173,1
25,466,1
25,822,1
25,77,1
25,755,1
25,37,1
25,823,1
25,79,1
25,64,1
25,824,1
28,198,1
28,80,2
28,129,1
28,163,2
28,65,1
28,616,1
28,322,1
28,134,1
28,840,1
28,194,1
28,78,1
28,280,1
30,48,1
30,51,1
30,211,1
30,396,1
30,49,1
30,653,1
30,680,1
30,374,1
30,28,1
30,201,1
30,249,1
30,791,1
30,94,1
30,295,1
30,529,1
30,67,1
30,171,1
30,226,1
30,269,1
30,411,1
30,689,1
30,64,1
30,401,1
30,60,1
30,69,1
30,412,1
30,263,1
30,841,1
30,105,2
30,31,1
30,709,1
30,390,1
30,596,1
30,842,1
30,54,1
30,392,1
30,753,1
30,613,1
30,843,1
30,193,1
30,85,1
30,112,1
30,771,1
30,198,1
30,578,1
30,708,1
30,643,1
30,456,1
30,786,1
30,683,1
30,89,1
30,524,1
30,141,1
30,148,1
30,723,1
30,461,1
30,152,1
30,377,1
30,133,1
30,324,1
30,618,1
30,147,1
30,116,1
30,731,1
30,410,1
30,490,1
30,844,1
30,845,1
30,846,1
30,355,1
30,494,1
30,143,1
30,37,1
30,847,1
30,53,1
30,134,1
30,30,1
30,848,1
30,177,1
30,556,1
30,165,1
30,92,1
30,356,1
30,472,1
30,146,1
30,74,1
30,499,1
30,447,1
30,360,1
30,327,1
30,267,1
30,471,1
30,544,1
30,175,1
30,604,1
30,559,1
30,82,1
30,118,1
30,849,1
30,481,1
30,266,1
30,850,1
30,47,1
30,851,1
30,852,1
30,657,1
30,297,1
30,745,1
30,736,1
30,102,1
30,853,1
30,854,1
30,855,1
30,856,1
30,857,1
30,858,1
30,695,1
30,859,1
30,860,1
30,548,1
30,452,1
30,617,1
30,861,1
30,462,1
30,123,1
30,795,1
30,366,1
30,56,1
30,142,1
30,862,1
30,755,1
30,35,1
30,474,1
30,129,1
30,358,1
30,863,1
30,864,1
30,457,1
30,156,1
30,248,1
30,163,2
30,865,1
30,170,1
30,203,1
30,348,1
30,138,1
30,77,1
30,136,1
30,364,1
30,362,1
30,866,1
30,867,1
30,600,1
30,239,1
30,154,1
30,197,1
30,173,1
30,276,1
30,800,1
30,482,1
30,448,1
30,603,1
30,219,1
30,151,1
30,868,1
30,350,1
30,553,1
30,75,1
30,79,1
30,780,1
30,761,1
30,114,1
30,264,1
30,375,1
30,189,1
30,368,1
30,104,1
30,869,1
30,0,1
30,383,1
30,272,1
30,555,1
30,660,1
30,50,1
30,703,1
30,65,1
30,531,1
30,466,1
30,824,1
30,103,1
30,169,1
30,172,1
38,873,1
38,58,1
38,503,1
38,141,1
38,477,1
38,1070,1
38,80,1
38,638,1
38,657,1
38,626,1
38,24,1
38,1071,2
38,270,1
38,98,1
38,411,1
38,57,1
38,911,1
38,658,1
38,280,1
38,798,1
38,546,1
38,78,1
38,349,1
38,333,1
38,194,1
38,323,1
38,158,1
38,901,1
38,782,1
38,568,1
38,507,1
38,1072,1
38,574,1
38,883,1
38,872,1
38,650,1
38,552,1
38,708,1
38,286,1
38,532,1
38,31,2
38,604,2
38,674,1
38,134,1
38,569,1
38,790,1
38,361,1
38,275,1
38,1073,1
38,455,1
38,327,1
38,489,1
38,135,1
38,1074,1
38,879,1
38,635,1
38,918,1
38,671,1
38,728,1
38,89,1
38,737,1
38,836,1
38,93,1
38,540,1
38,317,1
38,47,1
38,412,1
38,1075,1
38,893,1
38,345,1
38,268,1
38,539,1
38,209,1
38,527,1
38,462,1
38,245,1
38,890,1
38,742,1
38,486,1
38,383,1
38,185,1
38,133,1
38,49,1
38,354,1
38,461,1
38,72,1
38,679,1
38,481,1
38,631,1
38,442,1
38,263,1
38,570,1
38,457,1
38,623,1
38,171,1
38,864,1
38,94,1
38,163,1
38,788,1
38,508,1
38,799,1
38,755,1
38,897,1
38,67,1
38,252,1
38,817,1
38,56,1
38,458,1
38,116,1
38,648,1
38,583,1
38,226,1
38,27,1
38,0,1
38,1076,1
38,429,1
38,355,1
38,636,1
38,1077,1
38,725,1
38,633,1
38,910,1
38,173,1
38,105,1
38,494,1
38,537,1
38,219,1
38,672,1
38,358,1
38,523,1
38,117,1
38,394,1
38,451,1
38,338,1
38,510,1
38,123,1
38,177,1
38,214,1
38,228,1
38,478,1
38,176,1
38,211,1
38,208,1
40,333,2
40,263,1
40,398,1
40,443,1
40,145,1
40,711,1
40,440,1
40,538,1
40,359,1
40,355,1
40,37,1
40,51,1
40,481,1
40,698,1
40,321,2
40,549,1
40,458,1
40,1101,1
40,496,1
40,429,1
